"id","species","forest","block","treatment","leaf1.thickness","leaf2.thickness","leaf3.thickness","leaf.humid.w","leaf.dry.w","petiole.humid.w","petiole.dry.w","stem.humid.w","stem.dry.w","total.root.humid.w","subs.root.humid.w","subs.root.dry.w","leaf.area","petiole.area","stem.length","root.length","root.volume","leaf.P (non-corrigé)","leaf.P","leaf.C","leaf.N","AMF.colo","organ","Length_cm","ProjArea_cm2","SurfArea_cm2","AvgDiam_mm","LenPerVol_cm.m3_Healthy","RootVolume_cm3_Disease","Tips","Forks","Crossings","0<.L.<=0.1000000","0.1000000<.L.<=0.2000000","0.2000000<.L.<=0.3000000","0.3000000<.L.<=0.4000000","0.4000000<.L.<=0.5000000","0.5000000<.L.<=0.6000000","0.6000000<.L.<=0.7000000","0.7000000<.L.<=0.8000000","0.8000000<.L.<=0.9000000","0.9000000<.L.<=1.0000000","1.0000000<.L.<=1.1000000","1.1000000<.L.<=1.2000000","1.2000000<.L.<=1.3000000","1.3000000<.L.<=1.4000000","1.4000000<.L.<=1.5000000","1.5000000<.L.<=1.6000000","1.6000000<.L.<=1.7000000","1.7000000<.L.<=1.8000000","1.8000000<.L.<=1.9000000","1.9000000<.L.<=2.0000000","2.0000000<.L.<=2.1000000","2.1000000<.L.<=2.2000000","2.2000000<.L.<=2.3000000","2.3000000<.L.<=2.4000000","2.4000000<.L.<=2.5000000","2.5000000<.L.<=2.6000000","2.6000000<.L.<=2.7000000","2.7000000<.L.<=2.8000000","2.8000000<.L.<=2.9000000",".L.>2.9000000","0<.SA.<=0.1000000","0.1000000<.SA.<=0.2000000","0.2000000<.SA.<=0.3000000","0.3000000<.SA.<=0.4000000","0.4000000<.SA.<=0.5000000","0.5000000<.SA.<=0.6000000","0.6000000<.SA.<=0.7000000","0.7000000<.SA.<=0.8000000","0.8000000<.SA.<=0.9000000","0.9000000<.SA.<=1.0000000","1.0000000<.SA.<=1.1000000","1.1000000<.SA.<=1.2000000","1.2000000<.SA.<=1.3000000","1.3000000<.SA.<=1.4000000","1.4000000<.SA.<=1.5000000","1.5000000<.SA.<=1.6000000","1.6000000<.SA.<=1.7000000","1.7000000<.SA.<=1.8000000","1.8000000<.SA.<=1.9000000","1.9000000<.SA.<=2.0000000","2.0000000<.SA.<=2.1000000","2.1000000<.SA.<=2.2000000","2.2000000<.SA.<=2.3000000","2.3000000<.SA.<=2.4000000","2.4000000<.SA.<=2.5000000","2.5000000<.SA.<=2.6000000","2.6000000<.SA.<=2.7000000","2.7000000<.SA.<=2.8000000","2.8000000<.SA.<=2.9000000",".SA.>2.9000000","0<.PA.<=0.1000000","0.1000000<.PA.<=0.2000000","0.2000000<.PA.<=0.3000000","0.3000000<.PA.<=0.4000000","0.4000000<.PA.<=0.5000000","0.5000000<.PA.<=0.6000000","0.6000000<.PA.<=0.7000000","0.7000000<.PA.<=0.8000000","0.8000000<.PA.<=0.9000000","0.9000000<.PA.<=1.0000000","1.0000000<.PA.<=1.1000000","1.1000000<.PA.<=1.2000000","1.2000000<.PA.<=1.3000000","1.3000000<.PA.<=1.4000000","1.4000000<.PA.<=1.5000000","1.5000000<.PA.<=1.6000000","1.6000000<.PA.<=1.7000000","1.7000000<.PA.<=1.8000000","1.8000000<.PA.<=1.9000000","1.9000000<.PA.<=2.0000000","2.0000000<.PA.<=2.1000000","2.1000000<.PA.<=2.2000000","2.2000000<.PA.<=2.3000000","2.3000000<.PA.<=2.4000000","2.4000000<.PA.<=2.5000000","2.5000000<.PA.<=2.6000000","2.6000000<.PA.<=2.7000000","2.7000000<.PA.<=2.8000000","2.8000000<.PA.<=2.9000000",".PA.>2.9000000","0<.V.<=0.1000000","0.1000000<.V.<=0.2000000","0.2000000<.V.<=0.3000000","0.3000000<.V.<=0.4000000","0.4000000<.V.<=0.5000000","0.5000000<.V.<=0.6000000","0.6000000<.V.<=0.7000000","0.7000000<.V.<=0.8000000","0.8000000<.V.<=0.9000000","0.9000000<.V.<=1.0000000","1.0000000<.V.<=1.1000000","1.1000000<.V.<=1.2000000","1.2000000<.V.<=1.3000000","1.3000000<.V.<=1.4000000","1.4000000<.V.<=1.5000000","1.5000000<.V.<=1.6000000","1.6000000<.V.<=1.7000000","1.7000000<.V.<=1.8000000","1.8000000<.V.<=1.9000000","1.9000000<.V.<=2.0000000","2.0000000<.V.<=2.1000000","2.1000000<.V.<=2.2000000","2.2000000<.V.<=2.3000000","2.3000000<.V.<=2.4000000","2.4000000<.V.<=2.5000000","2.5000000<.V.<=2.6000000","2.6000000<.V.<=2.7000000","2.7000000<.V.<=2.8000000","2.8000000<.V.<=2.9000000",".V.>2.9000000","0<.T.<=0.1000000","0.1000000<.T.<=0.2000000","0.2000000<.T.<=0.3000000","0.3000000<.T.<=0.4000000","0.4000000<.T.<=0.5000000","0.5000000<.T.<=0.6000000","0.6000000<.T.<=0.7000000","0.7000000<.T.<=0.8000000","0.8000000<.T.<=0.9000000","0.9000000<.T.<=1.0000000","1.0000000<.T.<=1.1000000","1.1000000<.T.<=1.2000000","1.2000000<.T.<=1.3000000","1.3000000<.T.<=1.4000000","1.4000000<.T.<=1.5000000","1.5000000<.T.<=1.6000000","1.6000000<.T.<=1.7000000","1.7000000<.T.<=1.8000000","1.8000000<.T.<=1.9000000","1.9000000<.T.<=2.0000000","2.0000000<.T.<=2.1000000","2.1000000<.T.<=2.2000000","2.2000000<.T.<=2.3000000","2.3000000<.T.<=2.4000000","2.4000000<.T.<=2.5000000","2.5000000<.T.<=2.6000000","2.6000000<.T.<=2.7000000","2.7000000<.T.<=2.8000000","2.8000000<.T.<=2.9000000",".T.>2.9000000","total.root.dry.w","abov.dry.w","total.w","sla","ldmc","srl","r2s","b2a","thick","ld","CN","rd","tips","bran","length.1mm","diam.1mm"
"24","AS","FB","1","IFB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","AS","FB","1","NIR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","AS","FT","8","SI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212","AS","FT","8","IFM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213","AS","FT","8","IFB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214","AS","FT","8","IFT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215","AS","FT","8","NIR",0.1075,0.0975,0,0.4918,0.2007,0.03,0.0112,0.3492,0.1531,1.3659,0.9579,0.2708,63.056,0.533,8.955,915.658,0.964,0.0201,0.067,45.1,2.674,0,"Root",915.6577,33.5177,105.2991,0.3661,915.6577,0.964,1256,4002,492,25.5079,157.9638,366.6154,173.2163,82.5841,37.3919,22.7445,15.7865,12.1317,6.7349,2.5342,1.7107,1.2375,1.6833,0.5694,0.5833,0.3711,0.2891,0.3354,0.171,0,0.0717,0.1815,1.3325,0.0695,0.3938,0.949,0.1833,0.0525,2.2671,0.5556,8.472,29.5662,18.6817,11.6528,6.433,4.6925,3.7327,3.2439,2,0.8353,0.6197,0.4845,0.7084,0.2607,0.2848,0.1916,0.1571,0.1913,0.1034,0,0.0477,0.1295,0.9815,0.0533,0.3167,0.7924,0.1579,0.0477,2.4823,0.1769,2.6967,9.4112,5.9466,3.7092,2.0477,1.4937,1.1881,1.0326,0.6366,0.2659,0.1972,0.1542,0.2255,0.083,0.0907,0.061,0.05,0.0609,0.0329,0,0.0152,0.0412,0.3124,0.017,0.1008,0.2522,0.0503,0.0152,0.7901,0.0011,0.0368,0.1919,0.1613,0.1314,0.0883,0.0772,0.0703,0.0691,0.0473,0.0219,0.0179,0.0151,0.0237,0.0095,0.0111,0.0079,0.0068,0.0087,0.005,0,0.0025,0.0074,0.0575,0.0033,0.0203,0.0527,0.0108,0.0034,0.2194,417,445,286,61,31,7,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.386142311305982,0.365,0.751142311305982,0.0314180368709517,0.408092720618137,23.7129672970343,102.25103294249,1.05792414056433,0.1025,3.22034877927255e-06,16.8661181750187,2.49648891554938e-06,137.169117727361,437.062746134474,900.677,0.309002905592127
"221","AS","FM","8","SI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222","AS","FM","8","IFT",0.13,0.1325,0.1275,1.9704,0.8118,0.1579,0.0606,0.6907,0.3407,3.3368,2.7933,0.7341,174.275,2.211,11.309,1328.61,2.088,0.0149,0.04966666667,45.12,2.6522,0,"Root",1328.361,59.4241,186.6863,0.4473,1328.361,2.088,2345,11120,757,34.2617,170.3428,443.8608,305.55,128.031,65.0235,46.2494,26.7794,29.503,20.6677,11.0314,8.331,6.6533,6.2308,3.1378,3.3086,1.7545,1.9118,1.9806,1.1436,1.154,0.37,0.8039,0.9447,0.7384,1.4008,0.3078,0.429,0.3319,6.0254,0.7111,9.1993,36.1676,33.0935,17.9382,11.2145,9.4782,6.3393,7.9036,6.1737,3.6448,2.988,2.5999,2.6464,1.4272,1.6151,0.9087,1.0558,1.1488,0.7004,0.7462,0.2466,0.565,0.7036,0.5685,1.1154,0.2514,0.3699,0.296,8.637,0.2263,2.9282,11.5125,10.534,5.7099,3.5697,3.017,2.0178,2.5158,1.9651,1.1602,0.9511,0.8276,0.8424,0.4543,0.5141,0.2892,0.3361,0.3657,0.2229,0.2375,0.0785,0.1798,0.224,0.181,0.355,0.08,0.1177,0.0942,2.7492,0.0014,0.0402,0.2373,0.287,0.201,0.1543,0.1549,0.1196,0.1687,0.1469,0.0959,0.0853,0.0809,0.0895,0.0517,0.0628,0.0375,0.0464,0.053,0.0341,0.0384,0.0131,0.0316,0.0417,0.0348,0.0707,0.0163,0.0254,0.021,1.0079,942,518,553,212,51,31,14,6,7,4,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.876935839329825,1.2131,2.09003583932983,0.0214677260408968,0.411997563946407,15.1505952934408,117.482536033248,0.722888335116499,0.13,2.79080438531658e-06,17.0122916823769,2.38101797914395e-06,176.500252143217,836.964948329457,1270.2693,0.341193481571191
"223","AS","FM","8","IFB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","AS","FM","8","IFM",0.105,0.095,0.0975,0.5158,0.1671,0.0433,0.0138,0.2649,0.1014,0.6404,0.5003,0.1138,55.512,0.825,9.881,489.702,0.402,0.0214,0.07133333333,46.3,2.9754,0,"Root",489.7023,15.8317,49.7369,0.3233,489.7023,0.402,969,1685,176,16.6028,120.8225,203.9155,83.8323,27.3713,12.8596,8.1115,4.081,1.9141,0.9507,1.1755,0.5345,0.5515,0.6805,0.2271,0.6694,1.6587,1.0305,0.7025,0.6817,0.1412,1.0098,0.122,0.0069,0,0.0234,0,0,0,0,0.3877,6.526,16.2388,8.9679,3.8327,2.2282,1.6771,0.9608,0.5064,0.2849,0.3891,0.1908,0.2137,0.2904,0.1042,0.3276,0.8591,0.563,0.4067,0.4155,0.0893,0.6768,0.0846,0.005,0,0.0186,0,0,0,0,0.1234,2.0773,5.169,2.8546,1.22,0.7093,0.5338,0.3058,0.1612,0.0907,0.1238,0.0607,0.068,0.0924,0.0332,0.1043,0.2735,0.1792,0.1294,0.1323,0.0284,0.2154,0.0269,0.0016,0,0.0059,0,0,0,0,8e-04,0.0285,0.1042,0.0768,0.0429,0.0308,0.0276,0.018,0.0107,0.0068,0.0103,0.0054,0.0066,0.0099,0.0038,0.0128,0.0354,0.0245,0.0187,0.0202,0.0045,0.0361,0.0047,3e-04,0,0.0012,0,0,0,0,222,295,303,106,27,9,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.14566763941635,0.2823,0.42796763941635,0.0332208258527828,0.323962776269872,33.6177617734522,49.5599635664406,0.516002973490436,0.0991666666666667,3.29439856373429e-06,15.5609329838005,2.75970697136785e-06,197.875442616122,344.08681197953,480.4613,0.269588695280973
"225","AS","FM","8","NIR",0.1275,0.145,0.1225,1.1264,0.5216,0.0833,0.0313,0.5163,0.2376,3.8343,3.2206,0.6737,103.942,1.198,9.321,1575.5,2.281,0.0259,0.08633333333,46.31,2.9721,0,"Root",1575.4999,67.6424,212.5048,0.4293,1575.4999,2.281,2741,12104,877,59.2427,210.0111,507.0142,343.2658,151.9707,83.9044,60.2521,35.1107,39.8633,27.2201,14.5834,10.7604,6.5639,5.9295,3.2034,1.9633,1.4505,1.019,0.7991,0,0.8016,0.7092,0.294,0.3979,0.0101,0.0265,0.3015,0.2581,0.47,8.1136,1.2362,11.2672,41.2047,37.2964,21.3389,14.5025,12.3748,8.3161,10.6793,8.1287,4.8012,3.8638,2.5671,2.5208,1.457,0.9534,0.7531,0.558,0.466,0,0.5577,0.4746,0.2086,0.2925,0.0089,0.0214,0.2486,0.2216,0.4205,9.287,0.3935,3.5865,13.1159,11.8718,6.7924,4.6163,3.939,2.6471,3.3993,2.5875,1.5283,1.2299,0.8171,0.8024,0.4638,0.3035,0.2397,0.1776,0.1483,0,0.1775,0.1511,0.0664,0.0931,0.0028,0.0068,0.0791,0.0705,0.1338,2.9561,0.0024,0.0489,0.2696,0.3244,0.2396,0.2,0.2026,0.1569,0.2279,0.1933,0.1258,0.1105,0.0799,0.0853,0.0528,0.0369,0.0311,0.0243,0.0216,0,0.0287,0.0253,0.0118,0.0171,6e-04,0.0014,0.0163,0.0151,0.0299,0.884,1034,747,618,186,71,39,20,8,9,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.802076603738434,0.7905,1.59257660373843,0.0199275306748466,0.463068181818182,19.6427622082066,169.026928441154,1.01464466001067,0.131666666666667,2.62379153885481e-06,15.5815753171158,2.84386801630716e-06,173.976515391939,768.264043160901,1517.8551,0.343336070089958
"231","AS","FB","8","SI",0.125,0.1225,0,0.3954,0.1588,0.0205,0.078,0.2358,0.0974,1.1267,0.8971,0.243,37.419,0.347,8.245,755.091,0.634,0.0175,0.05833333333,45.37,4.7235,0,"Root",755.0914,24.6874,77.5577,0.3269,755.0914,0.634,1362,3349,410,42.9093,189.1313,274.8802,135.9947,54.4714,21.7455,12.1782,4.8655,3.7614,2.2411,1.1548,0.8402,0.6642,0.2102,0.6645,1.343,2.1525,0.3925,0.8091,0.1166,0,0,0.0766,0.0901,0.2076,1.1217,1.0796,1.4064,0.3452,0.1088,0.9801,10.0417,21.8455,14.7289,7.569,3.7207,2.5097,1.1363,0.9933,0.6599,0.3776,0.3001,0.2605,0.0906,0.3046,0.6537,1.1219,0.2145,0.4739,0.0713,0,0,0.0549,0.0666,0.1616,0.8999,0.8965,1.2129,0.3045,0.1063,0.312,3.1964,6.9536,4.6884,2.4093,1.1843,0.7989,0.3617,0.3162,0.2101,0.1202,0.0955,0.0829,0.0288,0.097,0.2081,0.3571,0.0683,0.1508,0.0227,0,0,0.0175,0.0212,0.0514,0.2864,0.2854,0.3861,0.0969,0.0338,0.002,0.0432,0.1398,0.1277,0.0841,0.0508,0.0412,0.0211,0.0209,0.0155,0.0098,0.0085,0.0081,0.0031,0.0111,0.0253,0.0466,0.0093,0.0221,0.0035,0,0,0.0031,0.0039,0.01,0.0574,0.0592,0.0833,0.0214,0.0083,549,397,298,65,24,12,6,3,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0.305192397726006,0.3342,0.639392397726006,0.0235636020151134,0.40161861406171,24.7414747426933,91.5816858702244,0.913202865727128,0.12375,2.91599574937028e-06,9.60516566105642,2.07737808911344e-06,180.375610356897,443.522701237334,742.1786,0.269741946210791
"232","AS","FB","8","IFT",0.13,0.1325,0,0.7513,0.3092,0.0515,0.0178,0.6121,0.2332,1.775,1.4343,0.3498,68.33,0.758,10.486,681.84,0.898,0.0204,0.068,45.57,3.2003,0,"Root",681.8401,27.9164,87.7019,0.4094,681.8401,0.898,1151,3371,260,21.6213,89.605,230.2513,167.2967,72.6462,29.4762,23.6434,12.3303,8.8387,4.9351,2.0064,2.0572,1.9435,2.4001,1.1223,1.1701,0.8144,0.6955,0.3181,0.8833,0.3123,0.2835,1.0394,0.452,0.4525,0.1196,0.5132,0.2247,0.5177,3.7305,0.4414,4.832,18.7672,18.1196,10.1431,5.0872,4.904,2.8804,2.3627,1.4689,0.6665,0.7334,0.7641,1.0098,0.5155,0.5715,0.4197,0.3833,0.1876,0.5384,0.2017,0.1957,0.7447,0.3366,0.3466,0.0947,0.4205,0.1916,0.4643,4.6433,0.1405,1.5381,5.9738,5.7677,3.2286,1.6193,1.561,0.9169,0.7521,0.4676,0.2121,0.2334,0.2432,0.3214,0.1641,0.1819,0.1336,0.122,0.0597,0.1714,0.0642,0.0623,0.237,0.1071,0.1103,0.0301,0.1339,0.061,0.1478,1.478,8e-04,0.0211,0.1232,0.1571,0.1132,0.0701,0.0811,0.0536,0.0503,0.0348,0.0176,0.0208,0.0239,0.0338,0.0188,0.0222,0.0172,0.0168,0.0088,0.0261,0.0104,0.0107,0.0425,0.0199,0.0211,0.006,0.0274,0.013,0.0331,0.4686,397,354,271,68,36,7,6,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.432890608659276,0.5602,0.993090608659276,0.0220989650711514,0.41155330760016,15.7508614500036,65.0238413122258,0.772742964404278,0.13125,2.90048916558862e-06,14.2392900665563,2.07442707704201e-06,168.807931479526,494.39751261293,660.6442,0.32749604098545
"233","AS","FB","8","IFM",0.13,0.1325,0,1.1166,0.4864,0.074,0.0305,0.9105,0.4466,3.3806,3.0493,0.9856,98.174,1.05,10.447,1108.177,1.406,0.0169,0.05633333333,45.76,3.4968,0,"Root",1108.1773,44.5438,139.9384,0.402,1108.1773,1.406,1813,8658,773,45.7825,227.8987,386.2249,209.0262,92.6459,49.3312,26.421,13.028,12.2493,8.318,6.0773,4.4374,4.0519,2.3886,1.2932,1.1311,0.8995,0.6399,0.6168,0.9511,0.9262,0.3747,0.2745,1.0796,1.3303,0.0069,0.4995,0.836,0.9076,8.4923,1.0685,12.1257,31.1421,22.5844,12.9991,8.4851,5.4252,3.0683,3.2635,2.4947,2.0028,1.5851,1.5794,1.0107,0.5895,0.5571,0.4703,0.3524,0.3539,0.5762,0.5991,0.25,0.1952,0.8048,1.022,0.0056,0.415,0.7235,0.8029,12.761,0.3401,3.8597,9.9129,7.1888,4.1378,2.7009,1.7269,0.9767,1.0388,0.7941,0.6375,0.5045,0.5027,0.3217,0.1876,0.1773,0.1497,0.1122,0.1127,0.1834,0.1907,0.0796,0.0621,0.2562,0.3253,0.0018,0.1321,0.2303,0.2556,4.062,0.0022,0.0522,0.2023,0.1953,0.1458,0.1164,0.0888,0.0576,0.0693,0.0596,0.0525,0.0451,0.049,0.034,0.0214,0.0218,0.0196,0.0154,0.0162,0.0278,0.0308,0.0133,0.011,0.0477,0.0625,4e-04,0.0274,0.0498,0.0565,1.6356,588,575,448,123,42,21,8,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.092683356836,0.9635,2.056183356836,0.0201837993421053,0.435608096005732,10.1417944463698,106.076098401455,1.13407717367514,0.13125,2.64912366365132e-06,13.0862502859757,1.28674056505377e-06,163.602023864419,781.283134372939,1070.9257,0.299059771373495
"234","AS","FB","8","IFB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235","AS","FB","8","NIR",0.11,0.1025,0.0725,0.5557,0.2009,0.0416,0.0153,0.3331,0.1449,1.3229,1.1375,0.257,65.311,0.743,8.51,697.435,0.726,0.0234,0.078,46.79,2.8617,0,"Root",697.4353,25.3948,79.78,0.3641,697.4353,0.726,1258,2951,344,16.6427,136.9981,281.2102,128.7927,56.0747,31.0291,16.9071,5.7969,4.0452,1.843,1.0664,1.7666,1.3037,1.1243,1.3911,1.0369,1.207,0.3268,0.5954,0.2107,0.5711,0.6733,0.4301,0.517,1.2301,1.3715,0.3214,0.8485,0.3278,1.6827,0.3642,7.4041,22.6148,13.8406,7.8936,5.3103,3.4713,1.3551,1.085,0.5517,0.3516,0.6368,0.5121,0.4849,0.6408,0.5037,0.6223,0.1824,0.3445,0.1289,0.3694,0.4539,0.3078,0.385,0.9459,1.0878,0.2671,0.7278,0.2932,1.6385,0.1159,2.3568,7.1985,4.4056,2.5126,1.6903,1.105,0.4314,0.3454,0.1756,0.1119,0.2027,0.163,0.1543,0.204,0.1603,0.1981,0.0581,0.1096,0.041,0.1176,0.1445,0.098,0.1225,0.3011,0.3462,0.085,0.2317,0.0933,0.5215,7e-04,0.0323,0.1464,0.119,0.0888,0.0725,0.0568,0.0252,0.0232,0.0132,0.0092,0.0183,0.016,0.0166,0.0235,0.0195,0.0255,0.0081,0.0159,0.0063,0.019,0.0243,0.0175,0.0228,0.0579,0.0687,0.0177,0.0497,0.0209,0.127,305,476,360,74,17,13,6,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.298888175824176,0.3611,0.659988175824176,0.0325092085614734,0.361526003239158,23.3343121746734,81.954759106933,0.827715801230063,0.095,3.08837481333997e-06,16.35042107838,2.42900207744276e-06,180.375232100482,423.121867987698,679.3397,0.293797087083237
