"id","species","forest","block","treatment","leaf1.thickness","leaf2.thickness","leaf3.thickness","leaf.humid.w","leaf.dry.w","petiole.humid.w","petiole.dry.w","stem.humid.w","stem.dry.w","total.root.humid.w","subs.root.humid.w","subs.root.dry.w","leaf.area","petiole.area","stem.length","root.length","root.volume","leaf.P (non-corrigé)","leaf.P","leaf.C","leaf.N","AMF.colo","organ","Length_cm","ProjArea_cm2","SurfArea_cm2","AvgDiam_mm","LenPerVol_cm.m3_Healthy","RootVolume_cm3_Disease","Tips","Forks","Crossings","0<.L.<=0.1000000","0.1000000<.L.<=0.2000000","0.2000000<.L.<=0.3000000","0.3000000<.L.<=0.4000000","0.4000000<.L.<=0.5000000","0.5000000<.L.<=0.6000000","0.6000000<.L.<=0.7000000","0.7000000<.L.<=0.8000000","0.8000000<.L.<=0.9000000","0.9000000<.L.<=1.0000000","1.0000000<.L.<=1.1000000","1.1000000<.L.<=1.2000000","1.2000000<.L.<=1.3000000","1.3000000<.L.<=1.4000000","1.4000000<.L.<=1.5000000","1.5000000<.L.<=1.6000000","1.6000000<.L.<=1.7000000","1.7000000<.L.<=1.8000000","1.8000000<.L.<=1.9000000","1.9000000<.L.<=2.0000000","2.0000000<.L.<=2.1000000","2.1000000<.L.<=2.2000000","2.2000000<.L.<=2.3000000","2.3000000<.L.<=2.4000000","2.4000000<.L.<=2.5000000","2.5000000<.L.<=2.6000000","2.6000000<.L.<=2.7000000","2.7000000<.L.<=2.8000000","2.8000000<.L.<=2.9000000",".L.>2.9000000","0<.SA.<=0.1000000","0.1000000<.SA.<=0.2000000","0.2000000<.SA.<=0.3000000","0.3000000<.SA.<=0.4000000","0.4000000<.SA.<=0.5000000","0.5000000<.SA.<=0.6000000","0.6000000<.SA.<=0.7000000","0.7000000<.SA.<=0.8000000","0.8000000<.SA.<=0.9000000","0.9000000<.SA.<=1.0000000","1.0000000<.SA.<=1.1000000","1.1000000<.SA.<=1.2000000","1.2000000<.SA.<=1.3000000","1.3000000<.SA.<=1.4000000","1.4000000<.SA.<=1.5000000","1.5000000<.SA.<=1.6000000","1.6000000<.SA.<=1.7000000","1.7000000<.SA.<=1.8000000","1.8000000<.SA.<=1.9000000","1.9000000<.SA.<=2.0000000","2.0000000<.SA.<=2.1000000","2.1000000<.SA.<=2.2000000","2.2000000<.SA.<=2.3000000","2.3000000<.SA.<=2.4000000","2.4000000<.SA.<=2.5000000","2.5000000<.SA.<=2.6000000","2.6000000<.SA.<=2.7000000","2.7000000<.SA.<=2.8000000","2.8000000<.SA.<=2.9000000",".SA.>2.9000000","0<.PA.<=0.1000000","0.1000000<.PA.<=0.2000000","0.2000000<.PA.<=0.3000000","0.3000000<.PA.<=0.4000000","0.4000000<.PA.<=0.5000000","0.5000000<.PA.<=0.6000000","0.6000000<.PA.<=0.7000000","0.7000000<.PA.<=0.8000000","0.8000000<.PA.<=0.9000000","0.9000000<.PA.<=1.0000000","1.0000000<.PA.<=1.1000000","1.1000000<.PA.<=1.2000000","1.2000000<.PA.<=1.3000000","1.3000000<.PA.<=1.4000000","1.4000000<.PA.<=1.5000000","1.5000000<.PA.<=1.6000000","1.6000000<.PA.<=1.7000000","1.7000000<.PA.<=1.8000000","1.8000000<.PA.<=1.9000000","1.9000000<.PA.<=2.0000000","2.0000000<.PA.<=2.1000000","2.1000000<.PA.<=2.2000000","2.2000000<.PA.<=2.3000000","2.3000000<.PA.<=2.4000000","2.4000000<.PA.<=2.5000000","2.5000000<.PA.<=2.6000000","2.6000000<.PA.<=2.7000000","2.7000000<.PA.<=2.8000000","2.8000000<.PA.<=2.9000000",".PA.>2.9000000","0<.V.<=0.1000000","0.1000000<.V.<=0.2000000","0.2000000<.V.<=0.3000000","0.3000000<.V.<=0.4000000","0.4000000<.V.<=0.5000000","0.5000000<.V.<=0.6000000","0.6000000<.V.<=0.7000000","0.7000000<.V.<=0.8000000","0.8000000<.V.<=0.9000000","0.9000000<.V.<=1.0000000","1.0000000<.V.<=1.1000000","1.1000000<.V.<=1.2000000","1.2000000<.V.<=1.3000000","1.3000000<.V.<=1.4000000","1.4000000<.V.<=1.5000000","1.5000000<.V.<=1.6000000","1.6000000<.V.<=1.7000000","1.7000000<.V.<=1.8000000","1.8000000<.V.<=1.9000000","1.9000000<.V.<=2.0000000","2.0000000<.V.<=2.1000000","2.1000000<.V.<=2.2000000","2.2000000<.V.<=2.3000000","2.3000000<.V.<=2.4000000","2.4000000<.V.<=2.5000000","2.5000000<.V.<=2.6000000","2.6000000<.V.<=2.7000000","2.7000000<.V.<=2.8000000","2.8000000<.V.<=2.9000000",".V.>2.9000000","0<.T.<=0.1000000","0.1000000<.T.<=0.2000000","0.2000000<.T.<=0.3000000","0.3000000<.T.<=0.4000000","0.4000000<.T.<=0.5000000","0.5000000<.T.<=0.6000000","0.6000000<.T.<=0.7000000","0.7000000<.T.<=0.8000000","0.8000000<.T.<=0.9000000","0.9000000<.T.<=1.0000000","1.0000000<.T.<=1.1000000","1.1000000<.T.<=1.2000000","1.2000000<.T.<=1.3000000","1.3000000<.T.<=1.4000000","1.4000000<.T.<=1.5000000","1.5000000<.T.<=1.6000000","1.6000000<.T.<=1.7000000","1.7000000<.T.<=1.8000000","1.8000000<.T.<=1.9000000","1.9000000<.T.<=2.0000000","2.0000000<.T.<=2.1000000","2.1000000<.T.<=2.2000000","2.2000000<.T.<=2.3000000","2.3000000<.T.<=2.4000000","2.4000000<.T.<=2.5000000","2.5000000<.T.<=2.6000000","2.6000000<.T.<=2.7000000","2.7000000<.T.<=2.8000000","2.8000000<.T.<=2.9000000",".T.>2.9000000","total.root.dry.w","abov.dry.w","total.w","sla","ldmc","srl","r2s","b2a","thick","ld","CN","rd","tips","bran","length.1mm","diam.1mm"
"81","AS","FB","3","SI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","AS","FB","3","IFT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","AS","FB","3","IFM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84","AS","FB","3","IFB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","AS","FB","3","NIR",0.1025,0.105,0,0.3826,0.1595,0.0178,0.0071,0.3134,0.1504,1.019,0.7438,0.2311,46.097,0.329,11.116,811.384,0.622,0.0161,0.05366666667,44.9,1.6889,0,"Root",811.384,25.3539,79.6515,0.3125,811.384,0.622,1102,3562,501,31.3945,233.7861,318.1573,128.251,49.7181,19.0522,8.3522,4.9326,3.7386,2.083,1.4894,1.1524,0.4789,0.1073,0.7466,0.4407,0.4852,0.359,0.5043,0.455,0.817,2.578,1.1783,0.7858,0.2395,0.1148,0,0,0,0,0.7757,12.376,25.3337,13.8056,6.9386,3.2715,1.7104,1.1698,1.0015,0.616,0.4908,0.4132,0.1866,0.0452,0.3421,0.2124,0.2497,0.1951,0.2881,0.2729,0.5271,1.7464,0.8317,0.5793,0.1837,0.0916,0,0,0,0,0.2469,3.9394,8.064,4.3945,2.2086,1.0414,0.5444,0.3724,0.3188,0.1961,0.1562,0.1315,0.0594,0.0144,0.1089,0.0676,0.0795,0.0621,0.0917,0.0869,0.1678,0.5559,0.2647,0.1844,0.0585,0.0292,0,0,0,0,0.0017,0.0531,0.1624,0.1189,0.0774,0.0448,0.0279,0.0221,0.0214,0.0145,0.0129,0.0118,0.0058,0.0015,0.0125,0.0082,0.0102,0.0084,0.0131,0.013,0.0271,0.0942,0.0467,0.034,0.0112,0.0058,0,0,0,0,347,457,205,57,20,5,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0.316605135789191,0.317,0.633605135789191,0.0289009404388715,0.416884474647151,25.6276322864281,72.992443324937,0.998754371574734,0.10375,2.99847257053292e-06,26.5853514121618,1.96459226237617e-06,135.817319542904,439.002987488045,799.4656,0.260426102136227
"1","AS","FT","1","SI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","AS","FT","1","IFM",0.135,0.1175,0.1125,0.8928,0.3198,0.0837,0.0279,0.4625,0.1773,1.3486,1.1334,0.247,84.395,1.326,7.856,959.549,0.892,0.0185,0.06166666667,43.42,2.7277,0,"Root",959.5495,33.0091,103.7011,0.344,959.5495,0.892,2571,6710,574,75.4096,225.443,305.6416,163.0138,82.8952,40.3294,23.3071,10.3724,8.0174,6.4951,3.4063,2.962,2.4238,1.4585,1.4243,1.5759,0.5914,0.4068,0.7457,0.569,0.2907,0.1689,0.1478,0,0.2093,0.1939,0.0925,0.1034,0,1.6991,1.5865,11.8615,24.3586,17.7175,11.6341,6.9569,4.7862,2.4327,2.1327,1.9506,1.1235,1.0635,0.9454,0.6306,0.6585,0.7645,0.3107,0.2282,0.4326,0.348,0.1876,0.1144,0.1048,0,0.1869,0.1555,0.0767,0.0889,0,1.9009,0.505,3.7756,7.7536,5.6396,3.7033,2.2145,1.5235,0.7743,0.6789,0.6209,0.3576,0.3385,0.3009,0.2007,0.2096,0.2433,0.0989,0.0726,0.1377,0.1108,0.0597,0.0364,0.0334,0,0.0595,0.0495,0.0244,0.0283,0,0.6051,0.0031,0.0506,0.1564,0.1542,0.1305,0.0957,0.0784,0.0455,0.0452,0.0467,0.0295,0.0304,0.0294,0.0217,0.0242,0.0295,0.013,0.0102,0.02,0.0169,0.0096,0.0062,0.0059,0,0.0115,0.0099,0.0051,0.0061,0,0.1711,1530,492,314,124,50,28,11,7,5,1,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293898182459855,0.525,0.818898182459855,0.0263899312070044,0.358198924731183,32.6490280398746,122.142184317719,0.559806061828296,0.121666666666667,3.21077496351887e-06,15.9181728195916,3.03506470347717e-06,267.938375215857,699.286852469233,940.9246,0.283179141027878
"3","AS","FT","1","IFB",0.115,0.1175,0.1,0.742,0.2746,0.0458,0.0142,0.8043,0.3641,1.6412,1.3724,0.3687,93.852,0.778,13.589,1169.69,0.938,0.0225,0.075,44.93,2.4245,0,"Root",1169.6902,37.3822,117.4397,0.3196,1169.6902,0.938,1668,6973,915,69.1259,386.9044,401.6679,150.7308,75.7263,30.2388,17.0436,8.927,6.5623,4.1029,2.076,1.3503,1.5061,0.761,0.3288,0.2534,0.9279,0.8732,0.7623,1.1688,1.2818,0.9304,0.5991,0.2966,0.2234,0.569,0.2369,0.1555,0.5245,3.8957,1.6382,20.3247,31.5641,16.3202,10.6003,5.1977,3.4953,2.0995,1.7478,1.2276,0.6851,0.4849,0.5879,0.3205,0.1505,0.1221,0.4835,0.4772,0.4362,0.7166,0.8186,0.6277,0.4256,0.2169,0.1724,0.4531,0.1976,0.1376,0.4675,4.0311,0.5214,6.4695,10.0472,5.1949,3.3742,1.6545,1.1126,0.6683,0.5563,0.3908,0.2181,0.1544,0.1871,0.102,0.0479,0.0389,0.1539,0.1519,0.1388,0.2281,0.2606,0.1998,0.1355,0.069,0.0549,0.1442,0.0629,0.0438,0.1488,1.2831,0.0034,0.0866,0.1997,0.1415,0.1186,0.0713,0.0572,0.0393,0.0371,0.0293,0.018,0.0139,0.0183,0.0107,0.0055,0.0047,0.0201,0.0208,0.0199,0.035,0.0416,0.0337,0.0241,0.0126,0.0106,0.0287,0.0131,0.0097,0.0332,0.3325,739,540,258,74,37,12,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440914048382396,0.6529,1.0938140483824,0.0341777130371449,0.370080862533693,26.5287532636191,86.0762381337847,0.675316355310761,0.110833333333333,3.7880298616169e-06,18.5316560115488,2.12739876046429e-06,142.601885969787,596.140857834127,1151.0299,0.254226397594016
"4","AS","FT","1","IFT",0.1325,0.1175,0,0.6873,0.2957,0.0468,0.0178,0.4947,0.2191,2.3608,2.0726,0.6162,68.019,0.658,8.23,1185.874,1.115,0.0186,0.062,42.81,2.5813,0,"Root",1185.8739,41.0267,128.8892,0.346,1185.8739,1.115,1924,7518,852,74.0464,346.6028,414.567,168.1376,72.0617,39.1054,19.8784,10.8577,8.4997,5.6074,2.7033,2.2723,1.6399,1.3061,1.5186,1.4177,0.6878,0.537,0.3495,1.823,0.8475,0.6092,0.9748,0.2225,1.4204,0.5211,0.1751,0.2026,0.1112,7.1535,1.6992,18.3686,32.8239,18.1851,10.0515,6.7461,4.08,2.5648,2.2625,1.6795,0.8938,0.8111,0.6403,0.5547,0.6987,0.6822,0.3556,0.2946,0.205,1.1188,0.5454,0.4079,0.6939,0.1642,1.0938,0.4169,0.1436,0.1733,0.0994,8.8339,0.5409,5.8469,10.4482,5.7885,3.1995,2.1474,1.2987,0.8164,0.7202,0.5346,0.2845,0.2582,0.2038,0.1766,0.2224,0.2172,0.1132,0.0938,0.0652,0.3561,0.1736,0.1298,0.2209,0.0523,0.3482,0.1327,0.0457,0.0552,0.0316,2.8119,0.0035,0.0789,0.2093,0.1574,0.1121,0.0929,0.0668,0.0483,0.048,0.0401,0.0235,0.023,0.0199,0.0188,0.0256,0.0261,0.0146,0.0129,0.0096,0.0547,0.0279,0.0217,0.0393,0.0096,0.067,0.0265,0.0094,0.0118,0.0071,0.879,859,606,311,77,39,12,5,8,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.701884087619415,0.5326,1.23448408761942,0.0230027054447075,0.430234249963626,16.895581776503,144.091616038882,1.31784470074993,0.125,2.87533818058843e-06,16.5846666408399,1.58858139067058e-06,162.243206276552,633.962798745904,1159.3641,0.263708695999816
"5","AS","FT","1","NIR",0.11,0.1075,0,0.5946,0.2059,0.0536,0.0173,0.5236,0.2029,1.1396,0.9624,0.2495,70.688,0.771,11.161,659.427,0.581,0.0299,0.09966666667,44.31,2.9852,0,"Root",659.4272,22.0838,69.3783,0.3349,659.4272,0.581,1347,2807,372,30.5804,151.7706,274.5578,124.4435,35.8544,14.0255,8.0464,2.7591,2.001,0.9849,0.8807,1.0446,0.6106,0.6653,0.3423,0.1422,0.6424,0.7965,1.0527,0.8584,0.4553,0,0.5848,1.0093,0.2994,0.1686,0,0.351,0.3541,4.0522,0.6647,8.1249,22.0467,13.3274,4.9724,2.4159,1.6387,0.653,0.5294,0.2964,0.2915,0.3745,0.2429,0.2774,0.157,0.0698,0.3345,0.4338,0.6193,0.525,0.2928,0,0.4149,0.7472,0.2311,0.1357,0,0.3182,0.3223,3.9587,0.2116,2.5862,7.0177,4.2423,1.5828,0.769,0.5216,0.2079,0.1685,0.0944,0.0928,0.1192,0.0773,0.0883,0.05,0.0222,0.1065,0.1381,0.1971,0.1671,0.0932,0,0.1321,0.2378,0.0736,0.0432,0,0.1013,0.1026,1.2601,0.0013,0.0352,0.1426,0.1142,0.0551,0.0332,0.0266,0.0123,0.0112,0.0071,0.0077,0.0107,0.0077,0.0092,0.0057,0.0027,0.0139,0.0188,0.029,0.0256,0.015,0,0.0234,0.044,0.0142,0.0087,0,0.0216,0.0233,0.3087,554,399,265,71,32,16,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.295438694929343,0.4261,0.721538694929343,0.0343312287518213,0.346283215607131,22.3202651283613,59.0831466714452,0.693355303753446,0.10875,3.73352112676056e-06,14.8432265844835,1.96656704071534e-06,204.268251072522,425.672591507475,645.0236,0.263980697760516
"11","AS","FM","1","SI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","AS","FM","1","IFT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","AS","FM","1","IFB",0.105,0.105,0,0.3572,0.1421,0.0255,0.0103,0.4563,0.2043,0.6924,0.5445,0.1771,36.908,0.432,11.341,489.269,0.338,0.014,0.04666666667,45.56,2.097,0,"Root",489.269,14.5052,45.5694,0.2965,489.269,0.338,851,2086,367,67.1408,174.3052,125.6218,63.9962,26.7423,9.0128,3.7182,1.9005,2.5878,2.3866,0.9041,1.396,0.7608,0.7078,0.405,0.3237,0.4947,1.1539,1.0358,1.2092,0.722,0.4688,0.2408,0.8119,0.0026,0,0.8821,0.3368,0,0,1.7608,8.6245,10.0237,6.9749,3.7286,1.5332,0.7587,0.4408,0.6999,0.7044,0.2993,0.5028,0.3001,0.3041,0.1843,0.1576,0.2577,0.6321,0.606,0.7417,0.4588,0.3157,0.1711,0.5984,0.002,0,0.7302,0.286,0,0,0.5605,2.7453,3.1906,2.2202,1.1868,0.488,0.2415,0.1403,0.2228,0.2242,0.0953,0.1601,0.0955,0.0968,0.0587,0.0502,0.082,0.2012,0.1929,0.2361,0.146,0.1005,0.0545,0.1905,6e-04,0,0.2324,0.091,0,0,0.0039,0.0347,0.0644,0.0609,0.0416,0.0208,0.0123,0.0081,0.0151,0.0166,0.0079,0.0144,0.0094,0.0104,0.0067,0.0061,0.0107,0.0276,0.0282,0.0362,0.0232,0.0169,0.0097,0.0351,1e-04,0,0.0481,0.0193,0,0,378,278,120,43,19,5,2,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.225204848484849,0.3567,0.581904848484848,0.0259732582688248,0.397816349384099,21.7255091660656,43.1416100872939,0.631356457765205,0.105,2.7271921182266e-06,21.726275631855,1.50085578651625e-06,173.932948950373,426.350330799621,477.4122,0.227491295781716
"14","AS","FM","1","IFM",0.115,0.115,0,0.2885,0.1243,0.0188,0.006,0.4942,0.2079,0.7442,0.6047,0.2026,26.738,0.308,10.564,707.289,0.554,0.0311,0.1036666667,45.19,2.7777,0,"Root",707.2886,22.3296,70.1505,0.3157,707.2886,0.554,1078,3628,506,23.1515,217.6041,288.1544,94.674,38.8174,14.718,9.4693,3.9928,3.0151,1.7664,1.2226,0.6453,0.8155,0.4193,1.0233,0.9141,0.2199,0.6038,0.9319,0.3581,0.732,0.4114,0.4102,0.5805,0.4582,0.0636,0.0234,0.0563,0.1666,1.8201,0.561,11.4781,22.8555,10.1922,5.4085,2.5494,1.9412,0.9364,0.7946,0.5259,0.4043,0.2288,0.3174,0.1805,0.4636,0.4506,0.1141,0.3288,0.5363,0.2176,0.4695,0.2761,0.2852,0.4246,0.3533,0.0505,0.0194,0.0494,0.1498,1.8416,0.1786,3.6536,7.2751,3.2443,1.7216,0.8115,0.6179,0.298,0.2529,0.1674,0.1287,0.0728,0.101,0.0575,0.1476,0.1434,0.0363,0.1047,0.1707,0.0693,0.1494,0.0879,0.0908,0.1351,0.1125,0.0161,0.0062,0.0157,0.0477,0.5862,0.0012,0.049,0.1459,0.0878,0.0603,0.0352,0.0317,0.0175,0.0167,0.0125,0.0106,0.0065,0.0098,0.0062,0.0167,0.0177,0.0047,0.0143,0.0246,0.0105,0.024,0.0147,0.0158,0.0247,0.0217,0.0032,0.0013,0.0035,0.0107,0.1489,261,519,234,39,14,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249338382669092,0.3382,0.587538382669092,0.0215108608205953,0.430849220103986,28.3666314198674,66.9527641045059,0.737251279329072,0.115,2.47374899436846e-06,16.2688555279548,2.22188013762501e-06,152.412945768986,512.944496521224,695.363,0.255874960272548
"15","AS","FM","1","NIR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","AS","FB","1","SI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","AS","FB","1","IFT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","AS","FB","1","IFM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
