"unik","id","forest","block","treatment","id_seedling","type","neg","arb","ves","coil","hyp.amf","endo","pres"
"4063","M-FB3-NIR-AS-85","Boreal","3","Untreated","85","G",NA,0,0,3,2,0,"1"
"4064","M-FB3-NIR-AS-85","Boreal","3","Untreated","85","G",1,0,0,0,0,0,"0"
"4065","M-FB3-NIR-AS-85","Boreal","3","Untreated","85","G",1,0,0,0,0,0,"0"
"4066","M-FB3-NIR-AS-85","Boreal","3","Untreated","85","G",1,0,0,0,0,0,"0"
"4067","M-FB3-NIR-AS-85","Boreal","3","Untreated","85","G",1,0,0,0,0,0,"0"
"4068","M-FB3-NIR-AS-85","Boreal","3","Untreated","85","G",NA,0,0,1,1,0,"1"
"4069","M-FB3-NIR-AS-85","Boreal","3","Untreated","85","G",1,0,0,0,0,0,"0"
"4070","M-FB3-NIR-AS-85","Boreal","3","Untreated","85","G",1,0,0,0,0,0,"0"
"4071","M-FB3-NIR-AS-85","Boreal","3","Untreated","85","G",1,0,0,0,0,0,"0"
"4072","M-FB3-NIR-AS-85","Boreal","3","Untreated","85","G",1,0,0,0,0,0,"0"
"4073","M-FB3-NIR-AS-85","Boreal","3","Untreated","85","G",1,0,0,0,0,0,"0"
"4074","M-FB3-NIR-AS-85","Boreal","3","Untreated","85","G",1,0,0,0,0,0,"0"
"4075","M-FB3-NIR-AS-85","Boreal","3","Untreated","85","G",1,0,0,0,0,0,"0"
"4076","M-FB3-NIR-AS-85","Boreal","3","Untreated","85","G",1,0,0,0,0,0,"0"
"4077","M-FB3-NIR-AS-85","Boreal","3","Untreated","85","G",1,0,0,0,0,0,"0"
"4078","M-FB3-NIR-AS-85","Boreal","3","Untreated","85","G",1,0,0,0,0,0,"0"
"4079","M-FB3-NIR-AS-85","Boreal","3","Untreated","85","G",1,0,0,0,0,0,"0"
"4080","M-FB3-NIR-AS-85","Boreal","3","Untreated","85","G",1,0,0,0,0,0,"0"
"4081","M-FB3-NIR-AS-85","Boreal","3","Untreated","85","G",NA,0,0,0,0,1,"1"
"4082","M-FB3-NIR-AS-85","Boreal","3","Untreated","85","G",1,0,0,0,0,0,"0"
"4083","M-FB3-NIR-AS-85","Boreal","3","Untreated","85","G",1,0,0,0,0,0,"0"
"4084","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4085","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",NA,0,1,0,0,0,"1"
"4086","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4087","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4088","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",NA,0,3,0,0,0,"1"
"4089","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4090","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4091","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",NA,0,3,0,0,0,"1"
"4092","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4093","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",NA,0,0,0,0,1,"1"
"4094","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",NA,0,3,0,0,0,"1"
"4095","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4096","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4097","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",NA,0,3,0,0,0,"1"
"4098","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",NA,0,2,0,0,0,"1"
"4099","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4100","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",NA,0,1,0,0,0,"1"
"4101","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",NA,0,1,0,0,0,"1"
"4102","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",NA,0,0,0,0,1,"1"
"4103","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4104","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4105","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4106","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4107","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4108","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4109","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4110","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4111","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",NA,0,3,0,0,0,"1"
"4112","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4113","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",NA,0,2,0,0,0,"1"
"4114","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4115","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4116","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",NA,0,1,0,0,1,"1"
"4117","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4118","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4119","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4120","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",NA,0,2,0,0,1,"1"
"4121","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",NA,0,3,0,0,1,"1"
"4122","M-FT9-IR-IFB-AS-243","Temperate","9","Boreal inoculant","243","P",1,0,0,0,0,0,"0"
"4123","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",NA,0,0,0,0,2,"1"
"4124","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",NA,0,0,0,0,1,"1"
"4125","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",NA,0,0,0,0,3,"1"
"4126","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",NA,0,0,0,0,3,"1"
"4127","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",1,0,0,0,0,0,"0"
"4128","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",NA,0,1,0,0,0,"1"
"4129","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",NA,0,0,0,0,3,"1"
"4130","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",1,0,0,0,0,0,"0"
"4131","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",1,0,0,0,0,0,"0"
"4132","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",NA,0,0,0,0,1,"1"
"4133","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",NA,0,0,0,0,1,"1"
"4134","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",1,0,0,0,0,0,"0"
"4135","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",1,0,0,0,0,0,"0"
"4136","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",1,0,0,0,0,0,"0"
"4137","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",1,0,0,0,0,0,"0"
"4138","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",1,0,0,0,0,0,"0"
"4139","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",1,0,0,0,0,0,"0"
"4140","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",1,0,0,0,0,0,"0"
"4141","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",NA,0,1,0,0,0,"1"
"4142","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",1,0,0,0,0,0,"0"
"4143","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",1,0,0,0,0,0,"0"
"4144","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",1,0,0,0,0,0,"0"
"4145","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",1,0,0,0,0,0,"0"
"4146","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",1,0,0,0,0,0,"0"
"4147","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",1,0,0,0,0,0,"0"
"4148","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",1,0,0,0,0,0,"0"
"4149","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",1,0,0,0,0,0,"0"
"4150","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",1,0,0,0,0,0,"0"
"4151","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",1,0,0,0,0,0,"0"
"4152","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",1,0,0,0,0,0,"0"
"4153","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","P",1,0,0,0,0,0,"0"
"4154","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4155","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4156","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4157","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4158","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",NA,0,0,0,0,1,"1"
"4159","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4160","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4161","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",NA,0,0,0,0,3,"1"
"4162","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",NA,0,0,0,0,3,"1"
"4163","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4164","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4165","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4166","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",NA,0,0,0,0,3,"1"
"4167","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",NA,0,0,0,0,1,"1"
"4168","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",NA,0,0,0,0,1,"1"
"4169","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4170","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4171","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4172","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4173","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",NA,0,0,0,0,1,"1"
"4174","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4175","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4176","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4177","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4178","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",NA,0,0,0,1,0,"1"
"4179","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4180","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4181","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4182","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4183","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4184","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4185","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4186","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4187","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4188","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",NA,0,0,0,0,2,"1"
"4189","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4190","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4191","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",NA,0,0,0,0,1,"1"
"4192","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",NA,0,0,0,0,1,"1"
"4193","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",NA,0,0,0,0,1,"1"
"4194","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4195","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",NA,0,0,0,0,2,"1"
"4196","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","M",1,0,0,0,0,0,"0"
"4197","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",1,0,0,0,0,0,"0"
"4198","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",1,0,0,0,0,0,"0"
"4199","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",1,0,0,0,0,0,"0"
"4200","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",1,0,0,0,0,0,"0"
"4201","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",NA,0,0,0,0,2,"1"
"4202","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",NA,0,0,0,0,1,"1"
"4203","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",1,0,0,0,0,0,"0"
"4204","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",1,0,0,0,0,0,"0"
"4205","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",1,0,0,0,0,0,"0"
"4206","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",1,0,0,0,0,0,"0"
"4207","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",1,0,0,0,0,0,"0"
"4208","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",NA,0,0,0,0,3,"1"
"4209","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",NA,0,0,0,0,1,"1"
"4210","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",NA,0,0,0,0,1,"1"
"4211","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",1,0,0,0,0,0,"0"
"4212","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",NA,0,0,0,0,1,"1"
"4213","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",NA,0,0,0,0,1,"1"
"4214","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",1,0,0,0,0,0,"0"
"4215","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",1,0,0,0,0,0,"0"
"4216","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",NA,0,0,0,0,0,"1"
"4217","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",NA,0,0,0,0,1,"1"
"4218","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",1,0,0,0,0,0,"0"
"4219","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",1,0,0,0,0,0,"0"
"4220","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",NA,0,0,0,0,1,"1"
"4221","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",1,0,0,0,0,0,"0"
"4222","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",1,0,0,0,0,0,"0"
"4223","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",NA,0,0,0,0,1,"1"
"4224","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",1,0,0,0,0,0,"0"
"4225","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",NA,0,0,0,0,1,"1"
"4226","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",NA,0,0,0,0,1,"1"
"4227","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",NA,0,0,0,0,2,"1"
"4228","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",NA,0,0,0,0,1,"1"
"4229","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",NA,0,0,0,0,1,"1"
"4230","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",NA,0,0,0,0,1,"1"
"4231","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",1,0,0,0,0,0,"0"
"4232","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",1,0,0,0,0,0,"0"
"4233","M-FT1-IR-IFB-AS-13","Temperate","1","Boreal inoculant","13","G",NA,0,0,0,0,2,"1"
"4234","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",1,0,0,0,0,0,"0"
"4235","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,0,0,0,1,"1"
"4236","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,0,0,0,2,"1"
"4237","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,1,0,0,0,"1"
"4238","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,1,0,0,0,"1"
"4239","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,0,0,0,1,"1"
"4240","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",1,0,0,0,0,0,"0"
"4241","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",1,0,0,0,0,0,"0"
"4242","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,1,0,0,0,"1"
"4243","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",1,0,0,0,0,0,"0"
"4244","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,0,0,1,0,"1"
"4245","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,0,0,0,1,"1"
"4246","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,1,0,0,0,"1"
"4247","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",1,0,0,0,0,0,"0"
"4248","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",1,0,0,0,0,0,"0"
"4249","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,1,0,0,0,"1"
"4250","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,1,0,0,1,"1"
"4251","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,1,0,0,1,"1"
"4252","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,1,0,0,0,"1"
"4253","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,1,0,0,0,"1"
"4254","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,1,0,0,0,"1"
"4255","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,2,0,0,2,"1"
"4256","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,2,0,0,0,"1"
"4257","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",1,0,0,0,0,0,"0"
"4258","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,1,0,0,0,"1"
"4259","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",1,0,0,0,0,0,"0"
"4260","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,3,0,0,0,"1"
"4261","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,3,0,0,1,"1"
"4262","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",1,0,0,0,0,0,"0"
"4263","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,2,0,0,0,"1"
"4264","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,3,0,1,0,"1"
"4265","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",1,0,0,0,0,0,"0"
"4266","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,1,0,0,2,"1"
"4267","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,2,0,0,0,"1"
"4268","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,3,0,0,0,"1"
"4269","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,2,0,0,3,"1"
"4270","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,1,0,0,2,"1"
"4271","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,1,0,0,1,"1"
"4272","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,1,0,0,1,"1"
"4273","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,1,0,0,3,"1"
"4274","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","P",NA,0,1,0,0,2,"1"
"4275","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",1,0,0,0,0,0,"0"
"4276","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",1,0,0,0,0,0,"0"
"4277","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",NA,0,0,0,0,1,"1"
"4278","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",NA,0,0,0,0,2,"1"
"4279","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",NA,0,0,0,0,1,"1"
"4280","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",1,0,0,0,0,0,"0"
"4281","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",NA,0,0,0,0,1,"1"
"4282","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",NA,0,1,0,0,1,"1"
"4283","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",1,0,0,0,0,0,"0"
"4284","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",NA,0,0,0,0,1,"1"
"4285","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",NA,0,0,0,0,1,"1"
"4286","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",NA,0,0,0,0,1,"1"
"4287","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",NA,0,0,0,1,0,"1"
"4288","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",NA,0,0,0,0,1,"1"
"4289","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",1,0,0,0,0,0,"0"
"4290","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",1,0,0,0,0,0,"0"
"4291","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",1,0,0,0,0,0,"0"
"4292","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",1,0,0,0,0,0,"0"
"4293","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",NA,0,1,0,0,0,"1"
"4294","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",1,0,0,0,0,0,"0"
"4295","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",1,0,0,0,0,0,"0"
"4296","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",1,0,0,0,0,0,"0"
"4297","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",NA,0,1,0,0,0,"1"
"4298","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",1,0,0,0,0,0,"0"
"4299","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",1,0,0,0,0,0,"0"
"4300","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",1,0,0,0,0,0,"0"
"4301","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",1,0,0,0,0,0,"0"
"4302","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",1,0,0,0,0,0,"0"
"4303","M-FM7-IR-IFM-AS-194","Mixed","7","Mixed inoculant","194","M",1,0,0,0,0,0,"0"
