"unik","id","forest","block","treatment","id_seedling","type","neg","arb","ves","coil","hyp.amf","endo","pres"
"2","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",1,0,0,0,0,0,"0"
"3","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",1,0,0,0,0,0,"0"
"4","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",1,0,0,0,0,0,"0"
"5","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,1,1,"1"
"6","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,0,1,"1"
"7","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",1,0,0,0,0,0,"0"
"8","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,0,1,"1"
"9","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,0,1,"1"
"10","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,1,0,"1"
"11","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",1,0,0,0,0,0,"0"
"12","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,0,1,"1"
"13","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,0,1,"1"
"14","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,0,1,"1"
"15","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,0,1,"1"
"16","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,1,0,0,0,"1"
"17","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,0,1,"1"
"18","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,1,1,"1"
"19","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,1,0,"1"
"20","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,1,0,1,1,"1"
"21","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",1,0,0,0,0,0,"0"
"22","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,0,1,"1"
"23","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,1,1,"1"
"24","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",1,0,0,0,0,0,"0"
"25","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,0,1,"1"
"26","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,1,1,"1"
"27","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,1,1,"1"
"28","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",1,0,0,0,0,0,"0"
"29","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,0,1,"1"
"30","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,0,1,"1"
"31","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,1,0,"1"
"32","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,1,0,"1"
"33","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,1,1,"1"
"34","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,1,0,"1"
"35","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,0,1,"1"
"36","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,0,1,"1"
"37","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,0,1,"1"
"38","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,0,1,"1"
"39","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,0,1,"1"
"40","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,1,1,"1"
"41","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,0,1,"1"
"42","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",1,0,0,0,0,0,"0"
"43","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,1,0,0,1,"1"
"44","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,1,0,"1"
"45","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,1,1,"1"
"46","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,0,1,"1"
"47","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",1,0,0,0,0,0,"0"
"48","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,1,0,"1"
"49","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,1,0,0,1,"1"
"50","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","P",NA,0,0,0,0,1,"1"
"51","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,1,2,3,0,"1"
"52","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,1,1,3,0,"1"
"53","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,2,0,1,"1"
"54","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,0,1,"1"
"55","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,0,1,"1"
"56","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,1,1,3,0,"1"
"57","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,0,1,"1"
"58","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",1,0,0,0,0,0,"0"
"59","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,0,1,"1"
"60","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,0,1,"1"
"61","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,0,1,"1"
"62","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,1,0,0,"1"
"63","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,2,0,0,"1"
"64","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",1,0,0,0,0,1,"1"
"65","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,1,0,"1"
"66","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",1,0,0,0,0,0,"0"
"67","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",1,0,0,0,0,0,"0"
"68","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,2,1,"1"
"69","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,1,0,"1"
"70","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",1,0,0,0,0,0,"1"
"71","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,0,1,"1"
"72","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,1,0,"1"
"73","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,1,0,"1"
"74","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,1,3,3,0,"1"
"75","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,3,0,"1"
"76","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,1,0,"1"
"77","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,2,0,"1"
"78","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",1,0,0,0,0,0,"0"
"79","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,1,0,"1"
"80","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,1,0,"1"
"81","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,1,0,"1"
"82","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,1,0,"1"
"83","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,1,2,0,"1"
"84","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,1,1,"1"
"85","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",1,0,0,0,0,0,"0"
"86","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",1,0,0,0,0,0,"0"
"87","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,2,1,"1"
"88","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,2,2,0,"1"
"89","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,3,2,0,"1"
"90","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,0,1,"1"
"91","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",1,0,0,0,0,0,"0"
"92","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,2,0,"1"
"93","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",1,0,0,0,0,0,"0"
"94","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",1,0,0,0,0,0,"0"
"95","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,2,2,0,"1"
"96","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",1,0,0,0,0,0,"0"
"97","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,2,0,"1"
"98","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,1,2,0,"1"
"99","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,0,1,0,"1"
"100","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","M",NA,0,0,1,1,0,"1"
"101","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,0,1,"1"
"102","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,2,0,"1"
"103","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",1,0,0,0,0,0,"0"
"104","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,1,0,1,0,"1"
"105","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,0,1,"1"
"106","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,0,1,"1"
"107","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,1,2,1,"1"
"108","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,0,1,"1"
"109","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,0,2,"1"
"110","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,1,0,"1"
"111","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,0,1,"1"
"112","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",1,0,0,0,0,0,"0"
"113","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,0,2,"1"
"114","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,2,1,1,0,"1"
"115","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,2,0,"1"
"116","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,1,0,0,1,"1"
"117","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",1,0,0,0,0,0,"0"
"118","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",1,0,0,0,0,0,"0"
"119","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,0,1,"1"
"120","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,2,0,0,0,"1"
"121","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,1,0,2,0,"1"
"122","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,0,2,"1"
"123","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",1,0,0,0,0,0,"0"
"124","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",1,0,0,0,0,0,"0"
"125","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,2,0,0,0,"1"
"126","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,0,2,"1"
"127","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,1,1,2,1,"1"
"128","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,0,1,"1"
"129","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,0,1,"1"
"130","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,0,1,"1"
"131","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",1,0,0,0,0,0,"0"
"132","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,0,2,"1"
"133","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,1,0,"1"
"134","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,1,3,0,"1"
"135","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,1,2,0,"1"
"136","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,0,1,"1"
"137","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,0,1,"1"
"138","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,0,2,"1"
"139","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,1,0,0,"1"
"140","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,1,0,2,0,"1"
"141","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,0,1,"1"
"142","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",1,0,0,0,0,0,"0"
"143","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,0,1,"1"
"144","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",1,0,0,0,0,0,"0"
"145","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,2,0,"1"
"146","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,0,0,1,"1"
"147","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",1,0,0,0,0,0,"0"
"148","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,0,1,3,0,"1"
"149","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",1,0,0,0,0,0,"0"
"150","M-FT8-NiR-AS-215","Temperate","8","Untreated","215","G",NA,0,1,0,0,0,"1"
"271","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,0,0,0,1,0,"1"
"272","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",1,0,0,0,0,0,"0"
"273","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,0,0,0,0,1,"1"
"274","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,0,0,3,0,0,"1"
"275","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,0,1,2,0,0,"1"
"276","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",1,0,0,0,0,0,"0"
"277","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",1,0,0,0,0,0,"0"
"278","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,0,1,0,2,0,"1"
"279","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,1,3,3,0,0,"1"
"280","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,3,1,0,3,0,"1"
"281","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",1,0,0,0,0,0,"0"
"282","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",1,0,0,0,0,0,"0"
"283","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",1,0,0,0,0,0,"0"
"284","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",1,0,0,0,0,0,"0"
"285","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,2,1,0,2,0,"1"
"286","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",1,0,0,0,0,0,"0"
"287","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,0,0,0,0,1,"1"
"288","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,0,0,0,0,1,"1"
"289","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",1,0,0,0,0,0,"0"
"290","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,0,0,0,0,1,"1"
"291","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,0,1,0,0,1,"1"
"292","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,0,0,1,0,0,"1"
"293","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",1,0,0,0,0,0,"0"
"294","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",1,0,0,0,0,0,"0"
"295","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,0,0,0,0,1,"1"
"296","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",1,0,0,0,0,0,"0"
"297","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,0,0,0,1,1,"1"
"298","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,0,0,0,1,0,"1"
"299","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,0,0,0,1,0,"1"
"300","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",1,0,0,0,0,0,"0"
"301","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",1,0,0,0,0,0,"0"
"302","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",1,0,0,0,0,0,"0"
"303","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",1,0,0,0,0,0,"0"
"304","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,3,0,0,0,0,"1"
"305","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,3,0,1,0,0,"1"
"306","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",1,0,0,0,0,0,"0"
"307","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,0,0,1,1,0,"1"
"308","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",1,0,0,0,0,0,"0"
"309","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,0,3,0,1,0,"1"
"310","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,0,0,0,0,1,"1"
"311","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,0,0,0,0,1,"1"
"312","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",1,0,0,0,0,0,"0"
"313","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",1,0,0,0,0,0,"0"
"314","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","P",NA,0,0,0,1,0,"1"
"315","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",NA,0,0,0,1,0,"1"
"316","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",NA,0,1,0,1,0,"1"
"317","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",NA,0,0,0,1,0,"1"
"318","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",1,0,0,0,0,0,"0"
"319","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",1,0,0,0,0,0,"0"
"320","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",NA,0,0,2,1,0,"1"
"321","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",NA,0,0,2,1,0,"1"
"322","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",NA,0,0,0,1,0,"1"
"323","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",1,0,0,0,0,0,"0"
"324","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",1,0,0,0,0,0,"0"
"325","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",1,0,0,0,0,0,"0"
"326","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",1,0,0,0,0,0,"0"
"327","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",1,0,0,0,0,0,"0"
"328","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",NA,0,0,3,1,0,"1"
"329","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",NA,0,0,0,0,1,"1"
"330","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",1,0,0,0,0,0,"0"
"331","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",1,0,0,0,0,0,"0"
"332","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",NA,0,0,0,0,1,"1"
"333","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",NA,0,1,0,0,1,"1"
"334","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",NA,0,1,0,1,0,"1"
"335","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",1,0,0,0,0,0,"1"
"336","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",1,0,0,0,0,0,"0"
"337","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",1,0,0,0,0,0,"0"
"338","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",1,0,0,0,0,0,"0"
"339","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",1,0,0,0,0,0,"0"
"340","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",1,0,0,0,0,0,"0"
"341","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",NA,0,0,0,0,1,"1"
"342","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",NA,0,0,0,2,0,"1"
"343","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",NA,0,0,0,0,1,"1"
"344","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",NA,0,0,0,0,1,"1"
"345","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",NA,0,1,1,2,0,"1"
"346","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",1,0,0,0,0,0,"0"
"347","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",1,0,0,0,0,0,"0"
"348","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",1,0,0,0,0,0,"0"
"349","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",NA,0,0,0,1,0,"1"
"350","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",NA,0,0,0,1,0,"1"
"351","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","M",NA,0,0,0,1,0,"1"
"352","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,0,0,0,1,"1"
"353","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,0,1,1,0,"1"
"354","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,0,1,2,0,"1"
"355","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,0,0,1,0,"1"
"356","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",1,0,0,0,0,0,"0"
"357","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",1,0,0,0,0,0,"0"
"358","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,1,0,1,0,"1"
"359","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,0,0,1,0,"1"
"360","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,0,1,2,0,"1"
"361","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,1,0,1,0,"1"
"362","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",1,0,0,0,0,0,"0"
"363","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,0,0,0,1,"1"
"364","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,0,0,1,0,"1"
"365","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",1,0,0,0,0,0,"0"
"366","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",1,0,0,0,0,0,"0"
"367","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",1,0,0,0,0,0,"0"
"368","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",1,0,0,0,0,0,"0"
"369","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,0,0,1,0,"1"
"370","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",1,0,0,0,0,0,"0"
"371","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,0,1,2,0,"1"
"372","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",1,0,0,0,0,0,"0"
"373","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,1,1,2,0,"1"
"374","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",1,0,0,0,0,0,"0"
"375","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",1,0,0,0,0,0,"0"
"376","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,1,1,2,2,0,"1"
"377","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,3,2,3,0,"1"
"378","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",1,0,0,0,0,0,"0"
"379","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,1,1,1,0,"1"
"380","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",1,0,0,0,0,0,"0"
"381","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",1,0,0,0,0,0,"0"
"382","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,0,0,2,0,"1"
"383","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,0,0,1,0,"1"
"384","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",1,0,0,0,0,0,"0"
"385","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,0,0,1,0,"1"
"386","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,0,0,0,1,"1"
"387","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,1,0,1,0,"1"
"388","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,1,0,0,1,"1"
"389","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",1,0,0,0,0,0,"0"
"390","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,1,0,2,2,0,"1"
"391","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,3,0,1,0,"1"
"392","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,3,0,1,0,"1"
"393","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,0,2,3,0,"1"
"394","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",NA,0,0,0,0,1,"1"
"395","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",1,0,0,0,0,0,"0"
"396","M-FM8-NiR-AS-225","Mixed","8","Untreated","225","G",1,0,0,0,0,0,"0"
